From vertex 0:
To vertex 17:149 (1,37,60,35,27,88,17)
To vertex 18:147 (1,37,60,35,27,14,18)
To vertex 19:101 (1,43,19)
To vertex 20:97 (1,37,115,61,97,20)
To vertex 21:105 (1,122,7,21)
To vertex 22:125 (1,122,7,11,38,126,22)
To vertex 23:125 (1,37,60,35,27,14,49,23)
To vertex 24:134 (1,37,115,61,15,118,24)
To vertex 25:113 (1,37,60,35,27,14,25)
To vertex 26:85 (1,9,26)
To vertex 27:85 (1,37,60,35,27)
To vertex 28:73 (1,122,28)
To vertex 29:81 (1,37,115,61,29)
To vertex 30:101 (1,37,115,71,96,51,39,66,30)
To vertex 31:123 (1,122,31)
To vertex 32:128 (1,9,32)
To vertex 33:117 (1,37,115,71,96,74,55,33)
To vertex 34:175 (1,122,28,5,34)
To vertex 35:80 (1,37,60,35)
To vertex 36:114 (1,122,36)
To vertex 37:23 (1,37)
To vertex 38:94 (1,122,7,11,38)
To vertex 39:81 (1,37,115,71,96,51,39)
To vertex 40:112 (1,40)
To vertex 41:97 (1,41)
To vertex 42:128 (1,63,99,42)
To vertex 43:83 (1,43)
To vertex 44:96 (1,122,7,44)
To vertex 45:82 (1,37,115,61,45)
To vertex 46:125 (1,37,60,35,27,14,49,23,46)
To vertex 47:161 (1,37,60,35,98,116,47)
To vertex 48:99 (1,9,26,123,48)
To vertex 49:92 (1,37,60,35,27,14,49)
To vertex 50:89 (1,4,50)
To vertex 51:78 (1,37,115,71,96,51)
To vertex 52:94 (1,37,60,52)
To vertex 53:144 (1,9,26,123,48,91,101,53)
To vertex 54:103 (1,122,7,11,38,54)
To vertex 55:101 (1,37,115,71,96,74,55)
To vertex 56:110 (1,4,56)
To vertex 57:106 (1,37,115,71,96,95,84,57)
To vertex 58:151 (1,122,7,58)
To vertex 59:102 (1,37,115,61,45,59)
To vertex 60:57 (1,37,60)
To vertex 61:66 (1,37,115,61)
To vertex 62:116 (1,37,115,61,45,3,62)
To vertex 63:72 (1,63)
To vertex 64:95 (1,122,7,11,100,64)
To vertex 65:165 (1,37,60,35,98,106,105,65)
To vertex 66:95 (1,37,115,71,96,51,39,66)
To vertex 67:144 (1,43,12,67)
To vertex 68:129 (1,4,50,68)
To vertex 69:144 (1,40,113,69)
To vertex 70:165 (1,37,60,35,27,88,70)
To vertex 71:53 (1,37,115,71)
To vertex 72:115 (1,37,115,61,45,3,72)
To vertex 73:95 (1,41,73)
To vertex 74:89 (1,37,115,71,96,74)
To vertex 75:137 (1,78,75)
To vertex 76:172 (1,37,115,71,96,51,39,76)
To vertex 77:103 (1,37,60,35,27,14,77)
To vertex 78:113 (1,78)
To vertex 79:137 (1,37,60,35,98,106,105,102,79)
To vertex 80:109 (1,37,115,61,45,3,80)
To vertex 81:128 (1,122,7,44,81)
To vertex 82:179 (1,122,7,11,100,82)
To vertex 83:110 (1,122,7,11,38,83)
To vertex 84:85 (1,37,115,71,96,95,84)
To vertex 85:112 (1,37,115,71,96,74,55,33,85)
To vertex 86:102 (1,37,60,52,104,86)
To vertex 87:104 (1,9,26,123,87)
To vertex 88:131 (1,37,60,35,27,88)
To vertex 89:122 (1,37,60,89)
To vertex 90:141 (1,37,115,71,96,74,93,90)
To vertex 91:138 (1,9,26,123,48,91)
To vertex 92:92 (1,9,26,123,92)
To vertex 93:123 (1,37,115,71,96,74,93)
To vertex 94:109 (1,37,115,94)
To vertex 95:84 (1,37,115,71,96,95)
To vertex 96:63 (1,37,115,71,96)
To vertex 97:85 (1,37,115,61,97)
To vertex 98:103 (1,37,60,35,98)
To vertex 99:112 (1,63,99)
To vertex 100:95 (1,122,7,11,100)
To vertex 101:143 (1,9,26,123,48,91,101)
To vertex 102:136 (1,37,60,35,98,106,105,102)
To vertex 103:244 (1,37,60,52,13,103)
To vertex 104:95 (1,37,60,52,104)
To vertex 105:118 (1,37,60,35,98,106,105)
To vertex 106:103 (1,37,60,35,98,106)
To vertex 107:75 (1,122,28,107)
To vertex 108:147 (1,9,26,123,92,108)
To vertex 109:76 (1,37,115,61,109)
To vertex 110:130 (1,41,110)
To vertex 111:172 (1,37,115,61,45,3,72,111)
To vertex 112:151 (1,37,60,35,98,106,105,112)
To vertex 113:134 (1,40,113)
To vertex 114:138 (1,37,115,71,96,114)
To vertex 115:46 (1,37,115)
To vertex 116:146 (1,37,60,35,98,116)
To vertex 117:134 (1,78,127,117)
To vertex 118:134 (1,37,115,61,15,118)
To vertex 119:146 (1,122,7,11,38,126,119)
To vertex 120:143 (1,37,115,71,96,74,120)
To vertex 121:95 (1,37,115,61,45,121)
To vertex 122:71 (1,122)
To vertex 123:90 (1,9,26,123)
To vertex 124:107 (1,122,7,11,38,126,124)
To vertex 125:108 (1,9,125)
To vertex 126:98 (1,122,7,11,38,126)
To vertex 127:127 (1,78,127)
From vertex 2:
To vertex 0:98 (2,11,38,54,20,0)
To vertex 1:49 (2,11,38,126,124,1)
To vertex 3:92 (2,11,38,49,43,12,67,3)
To vertex 4:52 (2,11,38,97,4)
To vertex 5:70 (2,11,38,83,125,28,5)
To vertex 6:62 (2,11,38,83,125,94,6)
To vertex 7:79 (2,11,38,49,43,19,122,7)
To vertex 8:77 (2,95,44,99,8)
To vertex 9:78 (2,11,38,126,22,50,9)
To vertex 10:66 (2,11,38,10)
To vertex 11:5 (2,11)
To vertex 12:49 (2,11,38,49,43,12)
To vertex 13:108 (2,11,100,52,13)
To vertex 14:56 (2,11,38,126,22,106,14)
To vertex 15:96 (2,11,100,123,87,73,15)
To vertex 16:86 (2,11,62,16)
To vertex 17:96 (2,11,38,49,23,46,17)
To vertex 18:112 (2,11,38,126,22,106,14,18)
To vertex 19:49 (2,11,38,49,43,19)
To vertex 20:47 (2,11,38,54,20)
To vertex 21:67 (2,11,38,126,22,106,105,21)
To vertex 22:36 (2,11,38,126,22)
To vertex 23:69 (2,11,38,49,23)
To vertex 24:92 (2,11,100,123,87,73,15,118,24)
To vertex 25:64 (2,11,38,83,125,25)
To vertex 26:45 (2,11,62,93,80,26)
To vertex 27:79 (2,11,38,83,125,28,27)
To vertex 28:46 (2,11,38,83,125,28)
To vertex 29:84 (2,11,38,126,124,98,29)
To vertex 30:81 (2,11,100,64,66,30)
To vertex 31:65 (2,11,100,64,31)
To vertex 32:94 (2,11,38,126,22,50,32)
To vertex 33:83 (2,11,100,64,31,55,33)
To vertex 34:120 (2,11,38,36,34)
To vertex 35:87 (2,11,38,54,60,35)
To vertex 36:59 (2,11,38,36)
To vertex 37:40 (2,95,37)
To vertex 38:5 (2,11,38)
To vertex 39:73 (2,11,38,49,43,19,51,39)
To vertex 40:148 (2,11,100,64,66,40)
To vertex 41:113 (2,95,84,57,41)
To vertex 42:90 (2,95,44,99,42)
To vertex 43:31 (2,11,38,49,43)
To vertex 44:52 (2,95,44)
To vertex 45:77 (2,11,38,49,23,45)
To vertex 46:69 (2,11,38,49,23,46)
To vertex 47:87 (2,11,38,47)
To vertex 48:33 (2,11,100,123,48)
To vertex 49:36 (2,11,38,49)
To vertex 50:41 (2,11,38,126,22,50)
To vertex 51:70 (2,11,38,49,43,19,51)
To vertex 52:81 (2,11,100,52)
To vertex 53:78 (2,11,100,123,48,91,101,53)
To vertex 54:14 (2,11,38,54)
To vertex 55:67 (2,11,100,64,31,55)
To vertex 56:32 (2,11,38,126,124,56)
To vertex 57:49 (2,95,84,57)
To vertex 58:94 (2,11,100,64,58)
To vertex 59:91 (2,11,38,126,22,50,104,86,59)
To vertex 60:64 (2,11,38,54,60)
To vertex 61:76 (2,11,38,126,22,106,14,115,61)
To vertex 62:28 (2,11,62)
To vertex 63:52 (2,11,100,123,87,73,63)
To vertex 64:6 (2,11,100,64)
To vertex 65:103 (2,11,38,126,22,106,105,65)
To vertex 66:75 (2,11,100,64,66)
To vertex 67:92 (2,11,38,49,43,12,67)
To vertex 68:81 (2,11,38,126,22,50,68)
To vertex 69:115 (2,11,38,49,23,113,69)
To vertex 70:115 (2,11,100,82,70)
To vertex 71:63 (2,11,38,126,22,106,14,115,71)
To vertex 72:76 (2,11,38,83,125,25,72)
To vertex 73:43 (2,11,100,123,87,73)
To vertex 74:99 (2,11,38,126,22,106,14,115,71,96,74)
To vertex 75:72 (2,11,100,123,75)
To vertex 76:133 (2,11,38,49,43,76)
To vertex 77:68 (2,11,38,126,22,106,14,77)
To vertex 78:101 (2,11,62,93,80,26,78)
To vertex 79:75 (2,11,38,126,22,106,105,102,79)
To vertex 80:45 (2,11,62,93,80)
To vertex 81:84 (2,95,44,81)
To vertex 82:90 (2,11,100,82)
To vertex 83:21 (2,11,38,83)
To vertex 84:28 (2,95,84)
To vertex 85:76 (2,11,62,93,80,85)
To vertex 86:67 (2,11,38,126,22,50,104,86)
To vertex 87:38 (2,11,100,123,87)
To vertex 88:125 (2,11,38,83,125,28,27,88)
To vertex 89:111 (2,95,89)
To vertex 90:59 (2,11,62,93,90)
To vertex 91:72 (2,11,100,123,48,91)
To vertex 92:26 (2,11,100,123,92)
To vertex 93:41 (2,11,62,93)
To vertex 94:63 (2,11,38,83,125,94)
To vertex 95:27 (2,95)
To vertex 96:73 (2,11,38,126,22,106,14,115,71,96)
To vertex 97:44 (2,11,38,97)
To vertex 98:61 (2,11,38,126,124,98)
To vertex 99:74 (2,95,44,99)
To vertex 100:6 (2,11,100)
To vertex 101:77 (2,11,100,123,48,91,101)
To vertex 102:74 (2,11,38,126,22,106,105,102)
To vertex 103:231 (2,11,100,52,13,103)
To vertex 104:60 (2,11,38,126,22,50,104)
To vertex 105:56 (2,11,38,126,22,106,105)
To vertex 106:41 (2,11,38,126,22,106)
To vertex 107:48 (2,11,38,83,125,28,107)
To vertex 108:81 (2,11,100,123,92,108)
To vertex 109:61 (2,95,84,57,109)
To vertex 110:104 (2,95,44,81,110)
To vertex 111:133 (2,11,38,83,125,25,72,111)
To vertex 112:89 (2,11,38,126,22,106,105,112)
To vertex 113:105 (2,11,38,49,23,113)
To vertex 114:123 (2,11,38,49,114)
To vertex 115:56 (2,11,38,126,22,106,14,115)
To vertex 116:104 (2,11,38,126,124,98,116)
To vertex 117:66 (2,11,38,126,22,117)
To vertex 118:92 (2,11,100,123,87,73,15,118)
To vertex 119:57 (2,11,38,126,119)
To vertex 120:90 (2,11,38,49,120)
To vertex 121:90 (2,11,38,49,23,45,121)
To vertex 122:60 (2,11,38,49,43,19,122)
To vertex 123:24 (2,11,100,123)
To vertex 124:18 (2,11,38,126,124)
To vertex 125:45 (2,11,38,83,125)
To vertex 126:9 (2,11,38,126)
To vertex 127:63 (2,11,62,127)
From vertex 3:
To vertex 0:92 (3,62,93,0)
To vertex 1:73 (3,62,93,1)
To vertex 2:80 (3,80,26,123,92,2)
To vertex 4:73 (3,62,127,4)
To vertex 5:62 (3,5)
To vertex 6:45 (3,66,30,94,6)
To vertex 7:80 (3,72,49,43,19,122,7)
To vertex 8:84 (3,62,99,8)
To vertex 9:105 (3,62,127,50,9)
To vertex 10:86 (3,5,10)
To vertex 11:84 (3,72,49,43,19,122,7,11)
To vertex 12:50 (3,72,49,43,12)
To vertex 13:131 (3,66,30,94,6,13)
To vertex 14:54 (3,66,30,94,6,14)
To vertex 15:80 (3,80,85,15)
To vertex 16:74 (3,62,16)
To vertex 17:97 (3,72,49,23,46,17)
To vertex 18:110 (3,66,30,94,6,14,18)
To vertex 19:50 (3,72,49,43,19)
To vertex 20:86 (3,80,26,123,48,54,20)
To vertex 21:42 (3,72,21)
To vertex 22:104 (3,80,85,56,38,126,22)
To vertex 23:70 (3,72,49,23)
To vertex 24:76 (3,80,85,15,118,24)
To vertex 25:76 (3,66,30,94,6,14,25)
To vertex 26:9 (3,80,26)
To vertex 27:87 (3,72,21,28,27)
To vertex 28:54 (3,72,21,28)
To vertex 29:70 (3,66,30,94,6,29)
To vertex 30:32 (3,66,30)
To vertex 31:91 (3,80,26,123,48,100,64,31)
To vertex 32:121 (3,62,127,50,32)
To vertex 33:109 (3,80,26,123,48,100,64,31,55,33)
To vertex 34:140 (3,5,34)
To vertex 35:112 (3,80,85,35)
To vertex 36:90 (3,80,26,123,48,100,36)
To vertex 37:96 (3,62,93,1,37)
To vertex 38:73 (3,80,85,56,38)
To vertex 39:74 (3,72,49,43,19,51,39)
To vertex 40:99 (3,66,40)
To vertex 41:122 (3,80,41)
To vertex 42:97 (3,62,99,42)
To vertex 43:32 (3,72,49,43)
To vertex 44:86 (3,72,49,43,19,122,7,44)
To vertex 45:78 (3,72,49,23,45)
To vertex 46:70 (3,72,49,23,46)
To vertex 47:116 (3,62,93,90,116,47)
To vertex 48:23 (3,80,26,123,48)
To vertex 49:37 (3,72,49)
To vertex 50:68 (3,62,127,50)
To vertex 51:71 (3,72,49,43,19,51)
To vertex 52:107 (3,80,26,123,48,100,52)
To vertex 53:68 (3,80,26,123,48,91,101,53)
To vertex 54:53 (3,80,26,123,48,54)
To vertex 55:93 (3,80,26,123,48,100,64,31,55)
To vertex 56:55 (3,80,85,56)
To vertex 57:76 (3,80,85,56,57)
To vertex 58:120 (3,80,26,123,48,100,64,58)
To vertex 59:91 (3,66,30,94,6,59)
To vertex 60:103 (3,80,26,123,48,54,60)
To vertex 61:65 (3,61)
To vertex 62:16 (3,62)
To vertex 63:42 (3,80,26,123,87,73,63)
To vertex 64:32 (3,80,26,123,48,100,64)
To vertex 65:142 (3,80,26,123,48,91,98,106,105,65)
To vertex 66:26 (3,66)
To vertex 67:93 (3,72,49,43,12,67)
To vertex 68:108 (3,62,127,50,68)
To vertex 69:111 (3,62,93,69)
To vertex 70:141 (3,80,26,123,48,100,82,70)
To vertex 71:61 (3,66,30,94,6,14,115,71)
To vertex 72:15 (3,72)
To vertex 73:33 (3,80,26,123,87,73)
To vertex 74:96 (3,80,26,123,87,96,74)
To vertex 75:62 (3,80,26,123,75)
To vertex 76:133 (3,62,76)
To vertex 77:66 (3,66,30,94,6,14,77)
To vertex 78:65 (3,80,26,78)
To vertex 79:83 (3,62,79)
To vertex 80:9 (3,80)
To vertex 81:118 (3,72,49,43,19,122,7,44,81)
To vertex 82:116 (3,80,26,123,48,100,82)
To vertex 83:81 (3,72,49,23,83)
To vertex 84:92 (3,80,26,123,87,96,95,84)
To vertex 85:40 (3,80,85)
To vertex 86:94 (3,62,127,50,104,86)
To vertex 87:28 (3,80,26,123,87)
To vertex 88:130 (3,80,26,123,75,88)
To vertex 89:142 (3,62,93,90,116,89)
To vertex 90:47 (3,62,93,90)
To vertex 91:62 (3,80,26,123,48,91)
To vertex 92:16 (3,80,26,123,92)
To vertex 93:29 (3,62,93)
To vertex 94:46 (3,66,30,94)
To vertex 95:91 (3,80,26,123,87,96,95)
To vertex 96:70 (3,80,26,123,87,96)
To vertex 97:84 (3,61,97)
To vertex 98:80 (3,80,26,123,48,91,98)
To vertex 99:81 (3,62,99)
To vertex 100:32 (3,80,26,123,48,100)
To vertex 101:67 (3,80,26,123,48,91,101)
To vertex 102:113 (3,80,26,123,48,91,98,106,105,102)
To vertex 103:254 (3,66,30,94,6,13,103)
To vertex 104:87 (3,62,127,50,104)
To vertex 105:95 (3,80,26,123,48,91,98,106,105)
To vertex 106:80 (3,80,26,123,48,91,98,106)
To vertex 107:56 (3,72,21,28,107)
To vertex 108:71 (3,80,26,123,92,108)
To vertex 109:75 (3,61,109)
To vertex 110:93 (3,110)
To vertex 111:72 (3,72,111)
To vertex 112:94 (3,62,93,90,112)
To vertex 113:106 (3,72,49,23,113)
To vertex 114:109 (3,80,26,78,114)
To vertex 115:54 (3,66,30,94,6,14,115)
To vertex 116:101 (3,62,93,90,116)
To vertex 117:58 (3,62,127,117)
To vertex 118:76 (3,80,85,15,118)
To vertex 119:125 (3,80,85,56,38,126,119)
To vertex 120:91 (3,72,49,120)
To vertex 121:91 (3,72,49,23,45,121)
To vertex 122:61 (3,72,49,43,19,122)
To vertex 123:14 (3,80,26,123)
To vertex 124:61 (3,72,124)
To vertex 125:96 (3,125)
To vertex 126:77 (3,80,85,56,38,126)
To vertex 127:51 (3,62,127)
From vertex 4:
To vertex 0:92 (4,50,49,43,19,122,0)
To vertex 1:89 (4,56,38,126,124,1)
To vertex 2:112 (4,50,9,26,123,92,2)
To vertex 3:76 (4,50,49,43,12,67,3)
To vertex 5:70 (4,50,49,43,19,122,28,5)
To vertex 6:81 (4,50,9,125,94,6)
To vertex 7:63 (4,50,49,43,19,122,7)
To vertex 8:93 (4,50,49,23,8)
To vertex 9:43 (4,50,9)
To vertex 10:94 (4,50,49,43,19,122,28,5,10)
To vertex 11:67 (4,50,49,43,19,122,7,11)
To vertex 12:33 (4,50,49,43,12)
To vertex 13:123 (4,50,68,13)
To vertex 14:48 (4,50,49,43,19,14)
To vertex 15:103 (4,50,49,43,19,73,15)
To vertex 16:129 (4,50,49,23,45,121,16)
To vertex 17:80 (4,50,49,23,46,17)
To vertex 18:104 (4,50,49,43,19,14,18)
To vertex 19:33 (4,50,49,43,19)
To vertex 20:80 (4,56,57,97,20)
To vertex 21:78 (4,50,49,43,19,122,7,21)
To vertex 22:76 (4,56,38,126,22)
To vertex 23:53 (4,50,49,23)
To vertex 24:90 (4,50,49,43,12,67,118,24)
To vertex 25:70 (4,50,49,43,19,14,25)
To vertex 26:41 (4,50,9,26)
To vertex 27:79 (4,50,49,43,19,122,28,27)
To vertex 28:46 (4,50,49,43,19,122,28)
To vertex 29:74 (4,50,49,23,46,29)
To vertex 30:68 (4,50,104,86,59,30)
To vertex 31:96 (4,50,49,43,19,122,31)
To vertex 32:59 (4,50,32)
To vertex 33:89 (4,50,104,86,59,55,33)
To vertex 34:148 (4,50,49,43,19,122,28,5,34)
To vertex 35:98 (4,50,68,35)
To vertex 36:87 (4,50,49,43,19,122,36)
To vertex 37:55 (4,37)
To vertex 38:45 (4,56,38)
To vertex 39:57 (4,50,49,43,19,51,39)
To vertex 40:123 (4,50,104,86,59,40)
To vertex 41:112 (4,56,57,41)
To vertex 42:70 (4,50,104,86,113,42)
To vertex 43:15 (4,50,49,43)
To vertex 44:69 (4,50,49,43,19,122,7,44)
To vertex 45:61 (4,50,49,23,45)
To vertex 46:53 (4,50,49,23,46)
To vertex 47:127 (4,56,38,47)
To vertex 48:55 (4,50,9,26,123,48)
To vertex 49:20 (4,50,49)
To vertex 50:6 (4,50)
To vertex 51:54 (4,50,49,43,19,51)
To vertex 52:126 (4,37,60,52)
To vertex 53:100 (4,50,9,26,123,48,91,101,53)
To vertex 54:54 (4,56,38,54)
To vertex 55:73 (4,50,104,86,59,55)
To vertex 56:27 (4,56)
To vertex 57:48 (4,56,57)
To vertex 58:124 (4,50,49,43,19,122,7,58)
To vertex 59:56 (4,50,104,86,59)
To vertex 60:89 (4,37,60)
To vertex 61:68 (4,50,49,43,19,14,115,61)
To vertex 62:74 (4,50,9,26,123,87,62)
To vertex 63:59 (4,50,49,43,19,73,63)
To vertex 64:64 (4,50,9,26,123,48,100,64)
To vertex 65:143 (4,56,38,126,22,106,105,65)
To vertex 66:71 (4,50,49,43,19,51,39,66)
To vertex 67:76 (4,50,49,43,12,67)
To vertex 68:46 (4,50,68)
To vertex 69:85 (4,50,104,86,113,69)
To vertex 70:125 (4,50,49,23,46,17,70)
To vertex 71:55 (4,50,49,43,19,14,115,71)
To vertex 72:82 (4,50,49,43,19,14,25,72)
To vertex 73:50 (4,50,49,43,19,73)
To vertex 74:91 (4,50,49,43,19,14,115,71,96,74)
To vertex 75:72 (4,56,75)
To vertex 76:117 (4,50,49,43,76)
To vertex 77:60 (4,50,49,43,19,14,77)
To vertex 78:86 (4,78)
To vertex 79:78 (4,50,102,79)
To vertex 80:85 (4,50,49,43,12,67,3,80)
To vertex 81:101 (4,50,49,43,19,122,7,44,81)
To vertex 82:148 (4,50,9,26,123,48,100,82)
To vertex 83:48 (4,50,104,86,83)
To vertex 84:87 (4,50,49,43,19,14,115,71,96,95,84)
To vertex 85:84 (4,50,104,86,59,55,33,85)
To vertex 86:32 (4,50,104,86)
To vertex 87:60 (4,50,9,26,123,87)
To vertex 88:103 (4,50,88)
To vertex 89:148 (4,50,49,23,45,121,89)
To vertex 90:98 (4,50,49,23,90)
To vertex 91:94 (4,50,9,26,123,48,91)
To vertex 92:48 (4,50,9,26,123,92)
To vertex 93:87 (4,50,9,26,123,87,62,93)
To vertex 94:82 (4,50,9,125,94)
To vertex 95:86 (4,50,49,43,19,14,115,71,96,95)
To vertex 96:65 (4,50,49,43,19,14,115,71,96)
To vertex 97:68 (4,56,57,97)
To vertex 98:101 (4,56,38,126,124,98)
To vertex 99:91 (4,50,49,43,19,122,7,44,99)
To vertex 100:64 (4,50,9,26,123,48,100)
To vertex 101:99 (4,50,9,26,123,48,91,101)
To vertex 102:77 (4,50,102)
To vertex 103:246 (4,50,68,13,103)
To vertex 104:25 (4,50,104)
To vertex 105:96 (4,56,38,126,22,106,105)
To vertex 106:81 (4,56,38,126,22,106)
To vertex 107:48 (4,50,49,43,19,122,28,107)
To vertex 108:103 (4,50,9,26,123,92,108)
To vertex 109:60 (4,56,57,109)
To vertex 110:104 (4,50,104,86,113,110)
To vertex 111:139 (4,50,49,43,19,14,25,72,111)
To vertex 112:122 (4,56,112)
To vertex 113:75 (4,50,104,86,113)
