237,130 199
250,219 201
9,174 218
191,23 24
13,86 234
15,36 241
52,72 59
160,101 186
206,22 245
122,60 254
190,151 164
123,148 233
250,102 183
211,88 206
14,98 1
137,250 162
153,44 59
244,237 126
207,173 127
67,43 33
245,141 206
246,176 108
232,189 140
99,253 228
151,238 255
50,150 51
132,23 212
224,132 167
70,243 153
64,211 177
10,128 68
245,21 104
13,130 170
250,222 4
36,254 9
27,70 99
53,191 127
121,106 135
187,212 145
9,235 22
70,16 165
21,109 216
249,137 136
186,25 61
10,26 232
104,28 213
69,225 219
101,38 214
137,193 87
75,236 153
73,225 183
133,167 29
12,43 60
214,146 131
238,206 138
210,111 144
29,188 39
99,3 46
93,45 0
70,149 235
132,27 228
139,116 120
255,196 6
24,110 44
75,42 127
39,89 127
125,150 202
195,142 143
186,17 70
79,105 158
191,234 183
255,202 146
91,51 198
93,151 116
240,68 124
197,56 241
246,54 203
234,25 220
120,105 6
79,44 170
149,254 99
206,100 245
0,94 128
20,59 250
128,177 219
35,45 26
112,104 89
64,180 192
66,105 234
243,12 61
120,64 144
159,171 223
195,77 64
241,16 25
72,160 145
166,124 68
129,78 59
18,120 27
185,239 156
157,76 61
147,32 55
65,136 175
131,2 47
13,127 87
82,186 208
165,199 130
158,239 7
192,187 95
88,79 229
168,249 129
69,10 32
190,229 97
126,85 145
244,36 218
241,233 183
81,33 171
221,129 51
112,139 249
89,96 74
1,213 202
206,200 103
70,181 139
120,132 150
151,165 139
233,95 9
223,101 126
134,171 151
30,119 251
7,187 56
229,162 253
220,112 102
67,145 80
63,176 119
92,244 90
244,213 238
68,63 125
102,169 164
180,190 238
214,147 78
73,194 54
4,116 80
92,191 111
37,51 197
26,175 86
127,121 172
4,142 205
237,55 106
112,221 89
94,30 70
6,33 165
87,38 234
68,97 253
109,8 232
251,171 211
203,196 51
208,143 62
178,27 162
187,161 118
244,22 113
139,252 90
120,125 191
96,186 234
186,97 17
48,125 205
72,147 205
67,234 204
70,42 192
183,41 85
234,1 153
253,102 249
0,54 108
89,82 238
103,173 48
102,162 142
147,139 65
144,143 214
9,187 222
152,84 232
20,180 137
89,145 50
236,114 164
36,96 91
221,215 197
31,212 247
250,47 159
180,43 57
39,76 134
100,104 58
156,1 245
65,210 117
104,168 10
114,115 74
235,157 5
178,154 124
90,193 205
209,90 178
63,248 107
49,9 249
247,171 141
74,193 64
51,70 4
40,226 219
119,187 71
232,142 1
157,254 237
62,44 78
83,135 55
241,230 66
153,212 131
93,42 191
68,228 218
240,45 143
126,188 100
174,99 220
68,229 238
230,236 107
154,155 145
139,225 111
51,94 196
170,217 182
202,216 11
146,109 155
200,82 5
226,56 162
39,93 183
18,93 239
247,74 8
232,254 204
218,176 67
4,198 39
136,234 152
85,96 17
76,151 155
162,254 64
133,24 195
2,211 142
38,22 236
99,153 120
54,249 214
7,12 160
81,114 163
2,108 76
37,241 93
190,255 228
245,48 110
119,141 120
26,166 38
192,227 56
125,21 57
252,80 249
30,253 62
229,43 183
145,38 49
8,75 13
123,26 242
71,141 191
25,168 196
86,82 49
186,99 206
63,254 237
64,33 158
222,122 33
163,125 161
101,179 31
109,85 172
217,25 219
63,76 118
147,33 112
75,73 27
192,195 155
216,246 155
226,253 62
193,66 88
77,78 223
246,223 156
171,59 38
250,197 17
120,206 99
99,173 71
134,18 6
122,152 37
39,69 170
77,245 249
148,190 233
204,66 97
140,203 15
24,155 93
136,125 161
39,160 148
26,165 6
66,247 208
99,91 9
133,200 125
154,120 90
98,63 45
30,14 22
22,40 26
81,232 146
173,197 219
107,7 159
215,219 145
42,167 93
175,155 222
37,137 146
101,246 76
68,113 41
187,35 197
69,168 175
137,29 26
57,122 213
58,34 125
5,185 241
77,54 6
226,57 124
213,158 49
221,82 149
249,101 94
87,97 125
117,219 80
134,71 25
23,17 175
242,233 115
66,94 134
249,174 57
111,220 197
75,4 61
167,236 192
111,219 243
10,174 174
61,40 246
76,138 44
98,99 131
50,170 184
223,10 253
25,125 54
138,28 103
112,54 109
139,159 237
224,26 92
140,246 157
217,28 165
20,183 24
157,179 94
163,245 64
58,123 170
195,232 221
2,225 29
222,193 207
113,71 190
177,165 200
79,211 216
223,41 20
58,45 87
32,170 225
34,2 77
191,196 196
206,129 113
28,220 52
85,225 155
40,152 14
166,217 73
235,97 16
1,38 29
1,232 94
123,9 93
24,158 0
126,198 114
116,59 97
71,38 106
108,56 209
102,246 118
235,84 4
66,134 108
239,19 146
146,43 69
13,58 117
229,189 160
235,85 142
27,25 62
196,49 32
233,161 133
231,98 83
89,183 253
57,190 178
72,69 213
175,224 174
230,56 95
213,166 25
57,1 143
74,180 171
155,19 128
65,239 129
55,103 240
1,2 153
144,251 191
102,220 87
250,78 116
94,48 3
31,230 184
109,244 72
123,203 217
41,226 182
225,9 72
244,50 27
108,255 193
174,217 140
4,246 112
220,24 120
111,170 111
160,11 224
39,42 66
238,83 108
187,72 79
16,148 227
80,28 98
34,247 181
26,127 43
151,168 113
231,145 191
178,89 79
149,52 19
13,190 167
151,143 133
21,15 120
140,137 226
71,89 33
6,237 172
64,235 119
34,118 64
125,9 169
195,246 77
72,86 27
143,170 208
179,183 107
5,148 225
247,1 19
57,250 253
33,140 48
80,232 130
147,182 4
7,171 52
129,94 116
44,87 187
116,105 139
35,67 35
202,65 245
99,136 90
52,81 133
247,133 181
55,139 175
253,93 108
172,226 15
42,120 26
64,207 224
68,254 62
245,208 134
166,95 188
159,229 5
192,206 92
103,18 135
148,193 73
75,224 218
58,115 148
156,219 239
93,98 175
127,21 92
188,210 243
109,161 219
170,71 26
179,25 201
142,15 197
242,25 168
100,182 248
160,194 158
58,143 153
133,56 243
180,50 244
63,36 151
191,51 153
3,130 253
202,149 177
130,48 182
250,170 63
185,169 42
112,90 90
203,208 171
130,238 40
196,53 127
220,219 178
15,29 16
195,214 100
231,79 108
142,89 140
221,153 196
40,36 224
88,76 238
144,185 245
16,187 228
89,222 201
145,191 67
42,31 58
191,54 205
62,73 140
76,127 232
229,241 231
67,0 29
2,235 215
129,161 153
139,211 203
55,78 175
12,136 150
114,149 161
7,37 246
126,156 85
250,158 167
14,137 80
218,7 101
119,223 25
150,17 121
99,33 90
176,179 143
191,168 54
12,145 154
240,238 97
62,91 33
128,72 233
223,77 46
68,189 8
189,126 159
34,24 223
248,11 116
149,102 242
133,149 83
45,123 167
174,193 7
13,109 203
144,182 253
107,22 13
155,162 197
19,151 128
22,53 151
228,208 29
152,36 204
81,233 62
144,167 97
225,204 37
190,252 119
176,168 115
183,226 213
236,111 177
101,30 101
132,250 179
205,96 144
39,193 113
181,193 51
49,68 245
142,129 205
220,89 185
109,230 217
54,86 219
119,250 182
159,154 155
106,12 40
76,4 224
18,46 216
199,122 178
212,184 207
108,100 193
39,195 255
237,47 221
22,174 187
207,202 124
192,157 58
236,44 55
239,204 77
37,226 212
219,39 31
2,210 82
132,61 178
223,247 90
19,21 49
191,200 24
135,53 104
184,128 155
47,42 73
119,158 87
49,6 107
185,99 162
6,221 134
210,87 58
251,71 248
42,197 190
178,226 67
187,58 48
159,205 141
148,10 121
140,45 31
89,203 229
21,171 230
193,216 163
44,244 245
22,207 71
150,57 1
185,20 71
108,173 228
156,76 129
155,9 27
198,226 180
101,11 72
210,133 2
222,242 176
112,168 117
111,4 189
226,0 118
86,8 126
36,205 34
54,131 203
62,161 129
1,238 105
93,218 147
117,18 45
14,81 246
57,121 246
51,226 109
137,242 9
127,238 91
179,15 140
254,217 76
155,168 12
139,140 109
55,86 248
88,243 15
20,249 35
105,128 40
207,51 70
25,167 210
148,96 202
196,202 197
92,168 242
31,193 131
196,0 207
157,129 0
120,236 11
195,2 230
243,117 245
38,253 197
6,168 252
241,114 144
88,21 56
101,34 32
225,81 225
84,21 176
110,116 213
32,156 23
212,51 178
237,104 75
111,62 16
29,125 59
154,78 68
206,5 84
139,62 254
112,43 42
14,44 81
74,160 240
2,252 54
244,26 0
219,211 8
218,207 89
30,156 7
192,254 28
232,134 213
104,132 252
45,205 26
96,204 102
92,123 205
168,89 227
214,188 215
127,98 144
231,255 201
146,64 112
113,98 197
26,176 150
111,156 250
122,14 66
156,252 45
231,59 91
200,149 4
233,27 234
85,188 140
222,23 157
188,142 180
118,156 69
6,104 208
56,154 88
83,109 23
251,5 112
86,4 37
110,88 202
214,86 122
145,13 200
47,212 248
57,38 112
207,176 105
186,95 247
146,26 6
7,30 178
146,10 179
96,105 14
179,136 137
134,133 98
112,169 64
202,247 106
20,5 55
149,11 198
66,58 238
225,79 120
110,103 140
190,21 106
98,178 91
206,244 230
187,194 70
201,71 28
105,70 98
250,173 160
50,108 98
192,135 233
47,106 33
14,126 211
78,249 28
235,250 30
207,213 245
243,171 236
199,63 241
212,4 71
159,123 123
209,187 153
150,81 159
59,144 144
19,115 198
244,135 35
65,180 236
122,138 81
97,214 160
91,115 185
24,99 194
118,30 28
163,42 149
130,236 223
81,190 65
136,66 140
4,245 81
100,7 81
180,106 53
73,41 127
235,251 193
58,24 12
74,75 172
145,72 18
3,65 18
123,180 79
93,135 243
121,86 163
51,12 178
225,176 148
117,130 150
92,71 205
166,225 76
102,34 154
92,226 100
209,79 110
195,133 207
66,95 94
26,140 104
178,229 164
52,253 104
238,250 28
249,164 240
24,188 202
226,143 130
36,203 82
129,144 136
91,202 126
247,191 204
219,228 188
123,245 255
21,68 158
218,82 51
78,156 88
241,183 96
31,159 69
53,77 226
245,135 98
44,252 249
145,144 210
241,245 72
137,123 88
180,41 86
198,12 224
55,207 17
4,140 246
82,226 70
84,72 77
112,160 42
157,16 58
16,13 212
23,184 55
69,110 192
207,154 97
54,206 78
38,19 249
159,125 65
82,2 230
78,139 65
219,76 50
31,90 137
32,233 121
207,153 189
197,177 245
112,249 69
181,205 5
218,111 185
164,162 67
188,116 87
87,91 48
22,131 129
43,103 175
190,159 61
143,248 136
220,202 180
110,143 179
37,75 217
197,121 45
26,197 213
5,153 183
34,55 49
169,5 11
146,39 170
253,83 134
208,225 222
162,34 170
216,243 209
13,146 156
184,176 106
8,199 166
19,173 247
48,106 182
161,71 165
118,39 222
173,26 9
158,48 210
151,139 155
195,184 109
80,64 53
208,121 45
224,162 152
8,47 178
227,98 231
128,27 67
7,241 42
160,129 73
144,6 204
165,43 209
213,29 29
34,227 14
193,242 209
122,252 213
82,10 128
104,202 32
29,42 36
119,37 140
200,221 158
138,235 219
142,243 49
86,123 114
191,253 5
226,58 220
61,210 165
14,18 69
0,13 130
9,238 255
147,140 110
218,63 1
149,243 33
216,122 99
57,39 184
50,152 228
198,211 49
103,149 100
24,230 240
207,241 106
29,19 61
16,50 159
89,80 195
170,95 80
98,87 19
108,135 240
100,40 31
252,56 149
159,134 191
84,9 118
228,117 48
63,16 115
28,194 144
224,108 141
193,123 99
43,189 106
98,115 17
106,167 210
36,192 101
185,83 52
59,60 16
138,238 34
117,7 36
34,40 209
176,3 153
26,181 154
95,87 204
224,207 123
9,236 251
51,179 151
201,243 202
207,93 193
46,219 182
222,98 203
204,251 185
5,104 189
139,77 245
8,171 240
108,192 13
233,10 204
84,20 60
205,145 178
162,167 192
113,141 101
141,88 130
163,18 141
158,13 137
199,118 54
49,45 133
84,212 78
248,39 69
85,139 43
120,233 65
232,188 2
138,105 17
194,208 113
219,32 244
169,239 246
108,138 74
248,137 117
19,167 26
31,209 182
249,125 142
32,61 229
26,148 113
19,8 16
200,120 184
163,176 172
39,59 246
143,120 17
178,241 230
42,231 250
181,50 229
219,72 6
210,155 117
158,40 57
124,76 187
129,218 123
127,108 2
40,246 24
118,161 54
74,214 62
83,152 106
49,24 130
218,131 83
61,31 92
38,150 202
98,146 167
35,137 78
166,219 34
18,26 127
164,168 241
9,136 164
11,110 28
112,24 38
31,225 15
133,148 19
55,126 24
217,199 157
62,2 237
208,2 152
51,239 35
37,154 255
71,232 138
110,71 170
72,75 221
249,154 22
252,204 218
13,195 59
70,63 10
136,173 73
28,64 223
154,67 143
176,42 167
239,60 196
63,157 110
184,12 136
255,175 127
37,99 53
204,81 62
140,194 79
149,172 128
220,79 74
190,44 22
56,93 210
215,78 131
214,92 126
134,162 219
243,15 39
197,188 89
100,125 7
96,183 218
15,113 64
120,173 96
111,248 83
2,64 145
20,230 169
72,20 54
103,82 188
204,19 49
207,39 182
225,77 37
198,67 89
63,223 227
230,91 254
89,241 198
154,167 164
182,109 13
165,101 108
114,130 92
156,84 27
187,34 59
102,58 155
85,133 150
195,94 122
22,164 60
194,14 106
107,191 96
74,27 191
209,216 27
146,88 244
93,54 232
168,31 38
52,227 38
238,203 152
20,46 154
152,63 45
201,41 234
184,43 35
19,145 145
88,80 51
241,68 222
180,244 112
80,105 78
235,60 16
9,243 122
176,142 174
202,92 161
202,19 204
148,60 75
56,64 8
126,58 245
229,192 119
139,132 243
149,41 63
209,85 87
154,8 82
253,44 148
26,109 68
204,74 1
140,108 208
146,55 89
62,160 84
183,62 62
210,163 80
53,236 177
188,151 235
27,149 156
197,160 110
13,207 72
139,104 198
194,245 231
255,154 6
132,165 12
230,103 227
180,67 46
89,4 55
68,115 40
59,163 188
236,148 92
52,127 11
98,132 22
223,123 31
17,63 20
126,76 98
53,141 101
106,111 35
96,58 59
140,161 24
247,152 106
228,101 215
179,250 237
5,130 92
33,58 98
150,130 134
34,52 137
211,52 154
108,72 201
10,42 190
7,220 171
31,60 127
8,3 76
251,41 48
82,95 249
138,62 26
154,242 60
215,142 52
21,162 51
15,16 61
9,27 221
179,193 22
81,75 156
25,34 69
220,228 186
233,183 114
47,222 225
161,138 236
223,242 161
18,165 37
23,31 237
225,155 49
24,41 158
6,0 76
180,21 239
80,237 81
210,175 0
224,125 67
238,4 83
169,82 200
150,232 82
246,17 169
238,114 199
228,225 84
44,123 98
228,240 90
28,34 54
59,239 241
157,74 60
129,145 115
35,26 207
37,16 221
51,125 47
231,167 81
234,160 254
93,25 148
111,41 145
156,56 113
219,31 212
49,222 207
177,74 16
160,167 20
216,120 154
106,150 87
135,128 235
161,242 20
205,185 33
108,197 170
134,94 222
115,181 233
191,208 86
146,63 105
121,112 31
196,132 173
45,91 40
228,238 197
248,120 106
190,76 45
89,13 243
110,219 252
136,40 94
187,199 178
136,70 13
1,126 50
45,104 5
174,51 67
161,147 113
198,91 18
225,78 29
96,50 174
61,39 252
38,55 139
220,46 163
217,172 0
53,120 203
202,23 201
151,158 211
98,196 134
161,59 59
155,65 57
203,114 42
133,224 204
220,101 233
194,56 137
113,191 102
10,164 160
124,43 178
168,195 165
195,219 132
251,246 15
93,2 179
246,229 186
56,90 192
160,251 102
150,158 74
149,229 54
139,17 151
131,23 49
129,246 18
173,71 196
180,22 199
108,240 62
183,61 233
169,209 83
237,189 77
100,107 154
16,234 236
49,134 16
173,156 101
181,172 146
166,176 120
45,172 102
175,135 140
232,25 179
200,201 4
235,147 129
197,87 201
44,158 224
105,161 214
154,22 62
85,74 226
142,112 181
187,56 9
53,164 2
226,24 75
17,176 7
165,213 11
118,19 74
244,37 144
14,82 116
82,253 136
85,119 210
85,23 128
29,141 215
41,115 109
11,37 152
13,211 38
24,212 78
212,61 231
17,179 216
102,125 208
23,221 55
60,161 100
32,245 16
232,123 10
117,158 45
139,35 144
50,0 252
92,114 163
201,74 14
40,135 88
127,42 154
204,70 166
237,87 248
189,212 233
128,8 38
129,29 97
249,122 70
51,79 177
238,109 30
3,92 97
71,167 151
179,123 92
194,112 62
27,167 114
112,21 198
166,30 215
54,102 132
211,228 162
77,56 241
181,62 79
194,227 44
115,55 62
246,196 118
201,31 50
133,6 211
197,175 240
70,7 216
209,246 46
83,47 62
227,119 42
96,236 91
120,183 123
252,185 90
124,12 168
78,253 6
62,81 40
243,33 19
174,187 162
46,246 122
209,194 65
253,3 11
190,160 21
176,214 182
32,211 146
110,128 17
181,158 16
174,20 214
210,135 73
191,44 97
221,218 222
65,100 54
210,37 210
170,220 121
191,187 13
194,186 117
71,49 218
39,166 22
201,76 110
156,112 78
111,222 52
18,58 1
48,144 64
120,231 92
251,26 16
213,227 32
16,57 71
197,220 112
132,46 41
246,68 84
193,61 31
172,210 55
4,47 57
62,1 106
221,209 167
151,144 159
179,115 63
181,1 110
61,106 251
45,26 211
10,142 120
165,102 174
250,188 120
88,181 66
194,85 96
150,152 183
108,190 186
65,230 153
213,222 180
81,58 86
45,163 160
122,126 115
224,49 152
22,226 70
49,94 239
44,200 215
139,164 201
63,46 9
202,240 137
163,147 95
220,246 119
69,172 62
216,244 200
155,204 111
248,4 153
10,86 252
5,63 14
210,13 189
249,56 97
196,245 239
162,9 111
201,219 176
31,206 58
91,205 132
103,40 103
9,158 211
195,187 193
248,100 104
79,176 180
93,249 244
126,51 211
3,125 137
147,246 82
203,210 31
40,173 140
39,30 19
170,144 127
158,77 163
75,141 115
79,82 183
94,208 11
122,82 184
213,0 37
255,112 140
123,38 170
100,228 126
11,193 254
226,127 8
153,26 155
134,157 71
178,152 125
154,83 144
26,205 96
199,176 136
107,170 73
151,26 20
69,33 67
187,252 6
179,145 160
184,71 211
211,27 152
103,241 20
90,39 200
117,112 8
14,224 174
228,67 15
74,179 46
136,106 48
126,212 16
138,232 148
232,72 9
236,157 140
243,22 128
233,254 170
208,97 143
98,31 47
248,64 240
170,135 217
184,74 0
41,129 70
177,28 65
216,154 122
89,215 217
200,37 93
120,159 16
156,186 59
172,29 214
11,179 66
230,254 59
95,174 8
235,114 244
248,14 2
212,174 221
202,121 14
142,106 113
219,91 234
90,99 84
198,98 186
78,218 202
58,1 134
210,20 61
123,237 186
36,216 187
224,163 165
212,244 117
84,223 250
73,184 66
214,38 82
59,121 25
249,62 167
55,16 155
100,177 218
30,89 135
82,77 47
165,180 67
19,166 204
214,135 90
138,147 61
142,185 248
254,57 112
8,212 192
42,117 183
59,169 93
109,228 230
119,20 229
243,124 188
4,192 87
61,60 26
190,154 23
160,164 133
148,86 109
198,56 167
8,235 5
44,1 206
177,18 110
163,11 107
188,202 155
207,232 149
103,214 101
171,44 132
252,202 160
247,78 77
73,138 180
127,234 207
251,81 171
226,103 100
61,239 124
45,16 85
3,172 167
175,2 202
119,82 27
154,238 169
51,146 49
97,248 77
165,168 232
139,14 245
52,92 69
128,199 97
138,213 198
104,85 210
81,177 97
1,195 66
94,92 98
33,189 142
98,241 137
20,47 105
71,87 47
77,134 247
27,231 114
241,204 150
62,253 148
190,79 11
229,121 123
128,36 252
154,65 48
156,159 118
185,189 96
137,221 104
244,89 222
82,58 37
208,7 31
22,219 230
39,186 189
136,37 70
164,236 245
111,68 196
74,25 40
237,66 93
30,125 143
183,107 190
87,64 207
164,29 23
234,42 19
6,229 90
131,186 209
223,49 95
17,252 27
82,23 120
68,183 190
241,100 93
175,158 50
216,97 72
162,32 190
193,211 171
2,36 166
195,18 43
243,123 209
55,149 197
175,113 20
71,91 137
236,155 208
240,74 226
176,100 196
116,30 113
150,121 21
231,23 123
178,123 107
26,152 77
19,17 77
83,212 240
155,167 83
226,191 101
175,142 84
199,220 69
8,25 72
149,242 139
51,34 206
243,139 22
18,133 166
29,118 43
88,163 55
97,69 240
17,224 10
163,208 242
